Name,ID,SMILES,inchi,LogS
3-methylbutyl 3-methylbutanoate,,CC(C)CCOC(=O)CC(C)C,XINCECQTMHSORG-UHFFFAOYSA-N,-3.554059535
nickel(2+) ion oxalate,,[Ni++].[O-]C(=O)C([O-])=O,DOLZKNFSRCEOFV-UHFFFAOYSA-L,-3.556228502
"1,4-bis(oxiran-2-ylmethyl) benzene-1,4-dicarboxylate",,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,NEPKLUNSRVEBIX-UHFFFAOYSA-N,-3.557960056
"2,6,6-trimethylbicyclo[3.1.1]heptane-3-carbaldehyde",,CC1C(CC2CC1C2(C)C)C=O,VUNCLQCPKWLBRY-UHFFFAOYSA-N,-3.558040393
"benzenamine, 2-bromo-5-nitro-",,Nc1cc(ccc1Br)[N+]([O-])=O,BAAUCXCLMDAZEL-UHFFFAOYSA-N,-3.5583
Tricyclodecenyl propionate,,CCC(=O)OC1C=CC2C3CCC(C3)C12,BALAUIYKESNHDW-UHFFFAOYSA-N,-3.558592794
"n,n-diisobutyl-2-benzoyloxyacetamide",,CC(C)CN(CC(C)C)C(=O)COC(=O)C1=CC=CC=C1,KXYFWLVSYHRZJL-UHFFFAOYSA-N,-3.56
bumetanide,,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)[S](N)(=O)=O,MAEIEVLCKWDQJH-UHFFFAOYSA-N,-3.56
6-O-(Decylcarbamoyl)hexopyranose,,CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O,WPJAMBGJTQMVNM-UHFFFAOYSA-N,-3.56
decahydronaphthalen-2-yl acetate,,CC(=O)OC1CCC2CCCCC2C1,XKCLIPLFEJSOAT-UHFFFAOYSA-N,-3.560504415
"acetamide, 2-(benzoyloxy)-n,n-dibutyl-",,CCCCN(CCCC)C(=O)COC(=O)c1ccccc1,ORAHATGHUWMRCM-UHFFFAOYSA-N,-3.5614
Darunavir,CAS206361-99-1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,-3.56
"2,4,6-cycloheptatrien-1-one, 5-bromo-2-hydroxy-",,OC1=CC=C(Br)C=CC1=O,DAHLUZDNJJOKGS-UHFFFAOYSA-N,-3.5629
2-naphthoic acid,,OC(=O)c1ccc2ccccc2c1,UOBYKYZJUGYBDK-UHFFFAOYSA-N,-3.5639
Propafenone Hydrochloride,CAS34183-22-7,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,XWIHRGFIPXWGEF-UHFFFAOYSA-N,-3.56
,CHEMBL2180035,COc1cccc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CCOCC4,INFFTYDAVRHZHS-UHFFFAOYSA-N,-3.565125898
,CHEMBL2180028,COc1c(C)cc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,PZSMDBYYYKPYFV-UHFFFAOYSA-N,-3.566726689
"benzene, (trichloromethyl)-",,ClC(Cl)(Cl)c1ccccc1,XEMRAKSQROQPBR-UHFFFAOYSA-N,-3.567
tritac,,CC(O)COCc1c(Cl)ccc(Cl)c1Cl,LJWIIRATRWPHBA-UHFFFAOYSA-N,-3.5673
"1,2,3,4-tetrahydronaphthalene",,C1CCc2ccccc2C1,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,-3.567368139
"2-cf3-4,5-dichlorobenzimidazole",,FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1,KSROTSBULDYPKA-UHFFFAOYSA-N,-3.5677
,CHEMBL2164568,CCN(CCO)C(=O)c1nc2ccccn2c1c3cccc(c3)C(F)(F)F,LKUYAZBYNMSWIJ-UHFFFAOYSA-N,-3.56837734
"4-(2,4-dichlorophenoxy)butanoic  acid;  2,4-db",,OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,YIVXMZJTEQBPQO-UHFFFAOYSA-N,-3.57
"quinclorac; 3,7-dichloro-8-carboxyquinoline; 3,7-dichloro-8-quinolinecarboxylic acid",,OC(=O)C1=C(Cl)C=CC2=C1N=CC(=C2)Cl,FFSSWMQPCJRCRV-UHFFFAOYSA-N,-3.57
6-fluoro-4-oxo-7-piperazin-1-yl-1-propylquinoline-3-carboxylic acid,,CCCN1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2,RWPDHVHKJSTTLQ-UHFFFAOYSA-N,-3.57
"n,n-diethyl-2-(1-naphthalenyloxy)propanamide",,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,WXZVAROIGSFCFJ-UHFFFAOYSA-N,-3.5702
"1,3,5,-trinitrohexahydro-1,3,5-triazine",,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,XTFIVUDBNACUBN-UHFFFAOYSA-N,-3.5706
salithion,,CO[P]1(=S)OCc2ccccc2O1,OUNSASXJZHBGAI-UHFFFAOYSA-N,-3.5714
,CHEMBL3632766,CC(C)Cc1ncc2c(N)c(C#N)c(N)nc2n1,NYVSDMSJYZSZSW-UHFFFAOYSA-N,-3.571592646
"hydrazinecarboxamide, 1-(2-hydroxyhexyl)-2-[(5-n",,CCCCC(O)CN(\N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,FRLFOQIGGOTYHP-AUWJEWJLSA-N,-3.5716
Prochlorperazine,CAS58-38-8,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,-3.57
chlorophacinone,,Clc1ccc(cc1)C(C(=O)C2C(=O)c3ccccc3C2=O)c4ccccc4,UDHXJZHVNHGCEC-UHFFFAOYSA-N,-3.5738
methabenzthiazuron,,CNC(=O)N(C)c1sc2ccccc2n1,RRVIAQKBTUQODI-UHFFFAOYSA-N,-3.5741
"4-(2-{2-amino-4-oxo-3H,4H,7H-pyrrolo[2,3-d]pyrimidin-5-yl}ethyl)benzoic acid",,NC1=Nc2[nH]cc(CCc3ccc(cc3)C(O)=O)c2C(=O)N1,AIZPFZIKHIJCQX-UHFFFAOYSA-N,-3.574289036
,CHEMBL1631024,CC(C)Oc1ccc(cc1C(=O)N2Cc3cc(cnc3C2)C(F)(F)F)S(=O)(=O)C,FMDCETZXKXBSAU-UHFFFAOYSA-N,-3.574642165
"3-(2-chloroethyl)quinazoline-2,4(1H,3H)-dione",,ClCCN1C(=O)Nc2ccccc2C1=O,HWFSVCPXNLEACG-UHFFFAOYSA-N,-3.574799439
4-tert-butylbenzoic acid,,CC(C)(C)c1ccc(cc1)C(O)=O,KDVYCTOWXSLNNI-UHFFFAOYSA-N,-3.577962337
"phthalic acid, bis(2,2,2-trinitroethyl) ester",,[O-][N+](=O)C(COC(=O)c1ccccc1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,KPHWKKRARXZEEU-UHFFFAOYSA-N,-3.5782
fensulfothion-sulfone,,CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O,VTFZEBCYVXMEBB-UHFFFAOYSA-N,-3.58
cycloxydim,,CCCC(=N\OCC)/C1=C(O)CC(CC1=O)C2CCCSC2,GGWHBJGBERXSLL-NBVRZTHBSA-N,-3.58
thiophenobarbital;  5-ethyl-5-phenyl-2-thiobarbituric  acid,,CCC1(C(=O)NC(=S)NC1=O)C2=CC=CC=C2,GHHFRPRCYQNNDL-UHFFFAOYSA-N,-3.58
tin(4+) ion disulfanediide,,[S--].[S--].[Sn+4],TUTLDIXHQPSHHQ-UHFFFAOYSA-N,-3.580841851
Triamcinolone Acetonide,CAS76-25-5,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,YNDXUCZADRHECN-JNQJZLCISA-N,-3.58
"2,3-dimethylbutane",,CC(C)C(C)C,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,-3.5832
"Amines, C16-18 and C18-unsatd. alkyl",,CCCCCCCCCCCCCCCCN,FJLUATLTXUNBOT-UHFFFAOYSA-N,-3.583510043
"1,3-dichloro-5-nitrobenzene",,[O-][N+](=O)c1cc(Cl)cc(Cl)c1,RNABGKOKSBUFHW-UHFFFAOYSA-N,-3.584333486
,CHEMBL2164882,CCN(CCO)C(=O)c1cc2ccccn2c1c3cccc(C)c3,ZRNLHFNNDAUNMS-UHFFFAOYSA-N,-3.584714192
,CHEMBL2164886,COc1cccc(c1)c2c(cc3ccccn23)C(=O)N4CCCCC4CO,CORFFCKGBFFQAQ-UHFFFAOYSA-N,-3.584715147
Vitamin D3 (Cholecalciferol),CAS67-97-0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,-3.59
Levocetirizine,CAS130018-77-8,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-OAQYLSRUSA-N,-3.59
Cetirizine,CAS83881-51-0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,-3.59
,CHEMBL2180029,COc1c(C)cc(cc1C)[C@@]2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,PZSMDBYYYKPYFV-HSZRJFAPSA-N,-3.586396216
"3,7-dimethyloctanenitrile",,CC(C)CCCC(C)CC#N,SAPMLSXAXRULJB-UHFFFAOYSA-N,-3.587759138
,CHEMBL2180030,COc1c(C)cc(cc1C)[C@]2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,PZSMDBYYYKPYFV-QHCPKHFHSA-N,-3.588076274
salicylanilide,,Oc1ccccc1C(=O)Nc2ccccc2,WKEDVNSFRWHDNR-UHFFFAOYSA-N,-3.5885
tetryl,,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,AGUIVNYEYSCPNI-UHFFFAOYSA-N,-3.5889
niclosamide ethanolamine salt,,NCCO.Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,XYCDHXSQODHSLG-UHFFFAOYSA-N,-3.5891
"(2E,6E)-3,7-dimethylnona-2,6-dienenitrile",,CC/C(C)=C/CC/C(C)=C/C#N,DHJVLXVXNFUSMU-NSJFVGFPSA-N,-3.589641142
,CHEMBL2180036,COc1cccc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CCN(CC4)C(=O)C,YPIBLSYFISDICP-UHFFFAOYSA-N,-3.589767466
"n1,n1,n4-trimethyl-n4-(octanoyl)sulfanilamide; n-[(4-dimethylsulfamoyl)phenyl]-n-methyloctanoic acid amide",,CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,KPHZMBYXFKPLCC-UHFFFAOYSA-N,-3.59
"androstane-3beta,11beta-diol-17-one; androstane-3я,11я-diol-17-one;",,CC12CCC(O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23,PIXFHVWJOVNKQK-UHFFFAOYSA-N,-3.59
n4-acetylsulfadiazine,,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CC=N2,NJIZUWGMNCUKGU-UHFFFAOYSA-N,-3.59
Acetyl_Sulfisoxazole,,c1cc(N)ccc1S(=O)(=O)N(C(=O)C)c2onc(C)c2C,JFNWFXVFBDDWCX-UHFFFAOYSA-N,-3.59
4-(4-hydroxyphenyl)iminopentan-2-one,,CC(=O)CC(C)=NC1=CC=C(O)C=C1,GXBTYOQGQXQWOE-UHFFFAOYSA-N,-3.59
acetyl sulfisoxazole,,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,WIDMDEHGDAFXAJ-UHFFFAOYSA-N,-3.59
penconazole,,CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl,WKBPZYKAUNRMKP-UHFFFAOYSA-N,-3.5903
Bendroflumethiazide,CAS73-48-3,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N,-3.59
"2,6-dichloro-4-(trifluoromethyl)aniline",,Nc1c(Cl)cc(cc1Cl)C(F)(F)F,ITNMAZSPBLRJLU-UHFFFAOYSA-N,-3.591642752
chlormephos,,CCO[P](=S)(OCC)SCCl,QGTYWWGEWOBMAK-UHFFFAOYSA-N,-3.5924
,CHEMBL2180027,COc1ccc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,GWWAWENWSRQRAM-UHFFFAOYSA-N,-3.59314941
"3,11-dihydroxy-androstan-17-one",,CC12CC[C@H](O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23,PIXFHVWJOVNKQK-HJJNUGAVSA-N,-3.5932
allyxycarb [bsi:iso],,CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1,FBEHFRAORPEGFH-UHFFFAOYSA-N,-3.5932
iodoform,,IC(I)I,OKJPEAGHQZHRQV-UHFFFAOYSA-N,-3.5952
"acetone, 4-(p-nitrophenyl)semicarbazone",,CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O,XBOWKFFJMDFKOW-UHFFFAOYSA-N,-3.5952
2-methyl-6-methylideneoct-7-en-2-yl acetate,,CC(=O)OC(C)(C)CCCC(=C)C=C,DCXXKSXLKWAZNO-UHFFFAOYSA-N,-3.597416499
1-cyclohexylethyl acetate,,CC(OC(C)=O)C1CCCCC1,JAVZALBKNIHSLL-UHFFFAOYSA-N,-3.597623767
prop-2-en-1-yl heptanoate,,CCCCCCC(=O)OCC=C,SJWKGDGUQTWDRV-UHFFFAOYSA-N,-3.597623767
n1-(4-cyanophenyl)sulfanilamide;  4-cyanosulfabenzene,,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)C#N,PLPNDNWDSGFETI-UHFFFAOYSA-N,-3.6
alprazolam;  xanax,,CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(=C4)Cl)[N]12,VREFGVBLTWBCJP-UHFFFAOYSA-N,-3.6
"purine-2,8-dione",,O=C1NC2=C(N1)C=NC(=O)N2,PRUGQYWGIVNHEM-UHFFFAOYSA-N,-3.6
"4-methoxyfuro[3,2-g]chromen-7-one",,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,BGEBZHIAGXMEMV-UHFFFAOYSA-N,-3.6
N-(phenylmethyl)-7H-purin-6-amine,,C1=CC=C(CNC2=NC=NC3=C2N=CN3)C=C1,NWBJYWHLCVSVIJ-UHFFFAOYSA-N,-3.6
,CHEMBL2164887,OCC1CCCCN1C(=O)c2cc3ccccn3c2c4cccc(c4)C#N,KZZYOAHUNVIUHK-UHFFFAOYSA-N,-3.601749798
Dioxosilane,,O=[Si]=O,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,-3.602667578
lorazepam,,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,DIWRORZWFLOCLC-UHFFFAOYSA-N,-3.6036
pyriminobac-methyl,,CO\N=C(/C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,USSIUIGPBLPCDF-KEBDBYFISA-N,-3.6037
Thiabendazole,CAS148-79-8,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,-3.6
,CHEMBL2347410,Cn1nc(c2cnc3[nH]cc(C(=O)NC4COCC(N)C4)c3n2)c5ccc(F)cc15,SFPNGRVNEZGBGX-UHFFFAOYSA-N,-3.607578431
sodium hydrogen (2S)-2-dodecanamidopentanedioate,,[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,IWIUXJGIDSGWDN-UQKRIMTDSA-M,-3.60911048
"3,3'-dimethoxybenzidine",,COc1cc(ccc1N)c2ccc(N)c(OC)c2,JRBJSXQPQWSCCF-UHFFFAOYSA-N,-3.6098
"3',4',5,7-tetrahydroxyflavone; luteolin",,OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O,IQPNAANSBPBGFQ-UHFFFAOYSA-N,-3.61
ioxynil,,Oc1c(I)cc(C#N)cc1I,NRXQIUSYPAHGNM-UHFFFAOYSA-N,-3.61
"N-Hydroxy-3,5-dimethoxy-n-(3-methylphenyl)benzamide",,COC1=CC(OC)=CC(C(=O)N(O)C2=CC(C)=CC=C2)=C1,PDNYHBVQDYRJOT-UHFFFAOYSA-N,-3.61
nalidixic_acid,,CCn1cc(c(=O)c2ccc(nc12)C)C(=O)O,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,-3.61
"acetamide, n-[4-[(4-aminophenyl)sulfonyl]phenyl]-",,CC(=O)Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,WDOCBIHNYYQINH-UHFFFAOYSA-N,-3.6116
"1-[[2-(2,4-dichlorophenyl)-4-ethyl-1,3-dioxolan-",,CCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,DWRKFAJEBUWTQM-UHFFFAOYSA-N,-3.613
butoxybenzene,,CCCCOc1ccccc1,YFNONBGXNFCTMM-UHFFFAOYSA-N,-3.613249563
triadimefon,,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,WURBVZBTWMNKQT-UHFFFAOYSA-N,-3.6137
eriodictyol,,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,SBHXYTNGIZCORC-ZDUSSCGKSA-N,-3.6147
"N,N,N-trimethyloctadecan-1-aminium bromide",,[Br-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,SZEMGTQCPRNXEG-UHFFFAOYSA-M,-3.616127121
picropodophyllin,,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,YJGVMLPVUAXIQN-HAEOHBJNSA-N,-3.6174
3-[3-(9-methyldecoxy)propylamino]propanenitrile,,CC(C)CCCCCCCCOCCCNCCC#N,JWIXWVDMADJVJP-UHFFFAOYSA-N,-3.618466492
,CHEMBL1209360,CCN1CCN(CC1)C(CNS(=O)(=O)c2ccc(Cl)cc2)c3ccccc3,LRCMOUHDYKRQLI-UHFFFAOYSA-N,-3.618918602
,CHEMBL2164569,CCN(CCO)C(=O)c1cc2ccncn2c1c3cccc(c3)C(F)(F)F,ZREWFVPQQRKXEH-UHFFFAOYSA-N,-3.619529862
"eriodictyol;  3',4',5,7-tetrahydroxyflavanone",,OC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(O)C(=C3)O)O,SBHXYTNGIZCORC-UHFFFAOYSA-N,-3.62
phenyl-kni-727,,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3,URHJIBSBOJFXDI-UHFFFAOYSA-N,-3.62
7-prop-2-enylquinazolin-8-ol,,C=CCC1=CC=C2C=NC=NC2=C1O,RSUANXGCNJOXOI-UHFFFAOYSA-N,-3.62
"7,9-dihydro-3H-purine-2,6,8-trione",,O=C1NC(=O)C2=C(N1)NC(=O)N2,LEHOTFFKMJEONL-UHFFFAOYSA-N,-3.62
2-amino-3-[4-(2-amino-3-hydroxy-3-oxopropyl)sulfanylbutylsulfanyl]propanoic acid,,NC(CSCCCCSCC(N)C(=O)O)C(=O)O,SSJLDPRNDPUJAU-UHFFFAOYSA-N,-3.62
propranolol,,CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N,-3.6202
sulfanylideneiron,,S=[Fe],MBMLMWLHJBBADN-UHFFFAOYSA-N,-3.621828866
pentyl pentanoate,,CCCCCOC(=O)CCCC,FGPPDYNPZTUNIU-UHFFFAOYSA-N,-3.624481304
Alvimopan,CAS156053-89-3,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,-3.63
p-bromochlorobenzene,,Clc1ccc(Br)cc1,NHDODQWIKUYWMW-UHFFFAOYSA-N,-3.6298
cholic  acid,,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,-3.63
"triazoxide;  7-chloro-3-(1h-imidazol-1-yl)-1,2,4-benzotriazine 1-oxide",,[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3,IQGKIPDJXCAMSM-UHFFFAOYSA-N,-3.63
6-(hexanoyloxymethylthio)purine,,CCCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,AKLIYCJZHPSMMA-UHFFFAOYSA-N,-3.63
azapropazone; apazone,,CCCC1=C(O)N2N(C1=O)C3=CC(=CC=C3N=C2N(C)C)C,VECZDVJCSZXAPJ-UHFFFAOYSA-N,-3.63
4-nitro-3-phenylphenol,,C1=CC=C(C=C1)C2=C(C=CC(=C2)O)[N+](=O)[O-],LHJUVPXOXCFLCH-UHFFFAOYSA-N,-3.63
Dexamethasone,CAS50-02-2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,-3.63
decan-1-ol,,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,-3.631238036
octadecan-1-amine,,CCCCCCCCCCCCCCCCCCN,REYJJPSVUYRZGE-UHFFFAOYSA-N,-3.631245614
,CHEMBL2180032,CC1=N[C@](Cc2ccccc2)(N=C1N)c3cccc(c3)c4cncnc4,JZSBGJKGAXFRFW-OAQYLSRUSA-N,-3.632331097
demeton-o,,CCO[P](=S)(OCC)OCCSCC,DGLIBALSRMUQDD-UHFFFAOYSA-N,-3.634
"tris(1,3-dichloropropyl) phosphate",,ClCCC(Cl)O[P](=O)(OC(Cl)CCCl)OC(Cl)CCCl,DHNUXDYAOVSGII-UHFFFAOYSA-N,-3.6344
"benzamide, 3,5-dinitro-n-phenyl-n-hydroxy-",,ON(c1ccccc1)C(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O,CHBUFRFETPYQCI-UHFFFAOYSA-N,-3.6367
octafluorocyclobutane,,FC1(F)C(F)(F)C(F)(F)C1(F)F,BCCOBQSFUDVTJQ-UHFFFAOYSA-N,-3.638
cinmethylin,,CC(C)C12CCC(C)(O1)C(C2)OCc3ccccc3C,QMTNOLKHSWIQBE-UHFFFAOYSA-N,-3.6391
trimazosin,,COC1=CC2=C(N)N=C(N=C2C(=C1OC)OC)N3CCN(CC3)C(=O)OCC(C)(C)O,YNZXWQJZEDLQEG-UHFFFAOYSA-N,-3.64
"5-phenyl-2,4-pentadienoic  acid",,OC(=O)/C=C/C=C/C1=CC=CC=C1,FEIQOMCWGDNMHM-KBXRYBNXSA-N,-3.64
"4-diethylamino-6-ethylamino-1,3,5-triazine-2(1h)-one;   ""hydroxytrietazine""",,CCNC1=NC(=NC(=O)N1)N(CC)CC,XLEPYYLPBFNICY-UHFFFAOYSA-N,-3.64
2-[(2-aminophenyl)methylideneamino]phenol,,NC1=C(C=NC2=C(O)C=CC=C2)C=CC=C1,ODTBAYMRNMZGQX-UHFFFAOYSA-N,-3.64
chenodeoxycholic acid,,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N,-3.6402
"4-(1-ethoxyvinyl)-3,3,5,5-tetramethylcyclohexanone",,CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C,YLNYLLVKHRZLGO-UHFFFAOYSA-N,-3.643344283
4-[2-(4-aminophenyl)ethyl]aniline,,Nc1ccc(CCc2ccc(N)cc2)cc1,UHNUHZHQLCGZDA-UHFFFAOYSA-N,-3.645700574
Vardenafil,CAS224785-91-5,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.Cl,XCMULUAPJXCOHI-UHFFFAOYSA-N,-3.65
Rifabutin,CAS72559-06-9,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,ATEBXHFBFRCZMA-VXTBVIBXSA-N,-3.65
4-hexylbenzoic acid,,CCCCCCC1=CC=C(C=C1)C(O)=O,CPEPWESLFZVUEP-UHFFFAOYSA-N,-3.65
"4-amino-N-(5,6,7,8-tetrahydroquinazolin-2-yl)benzenesulfonamide",,NC1=CC=C(S(=O)(=O)NC2=NC3=C(C=N2)CCCC3)C=C1,IPDKSGJFMBIZJI-UHFFFAOYSA-N,-3.65
"1-cyclopropyl-7-(3,6-diazabicyclo[2.2.1]heptan-6-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid",,O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C(N3CC4CC3CN4)=C2)C1=O,LHZDPJRHQVYKPA-UHFFFAOYSA-N,-3.65
"N-Hydroxy-3,5-dimethoxy-n-(2-methylphenyl)benzamide",,COC1=CC(OC)=CC(C(=O)N(O)C2=C(C)C=CC=C2)=C1,HYHGNKJVAPURSC-UHFFFAOYSA-N,-3.65
"4-amino-2,5-dimethoxy-N-methylbenzenesulfonamide",,CN[S](=O)(=O)c1cc(OC)c(N)cc1OC,CISVVDNATRQDNU-UHFFFAOYSA-N,-3.651080563
"propanamide, n-hexadecyl-2-hydroxy-",,CCCCCCCCCCCCCCCCNC(=O)C(C)O,SNUWGZLOWPBEIJ-UHFFFAOYSA-N,-3.6512
methyl non-2-ynoate,,CCCCCCC#CC(=O)OC,NTLJTUMJJWVCTL-UHFFFAOYSA-N,-3.651887666
tetramethylsilane,,C[Si](C)(C)C,CZDYPVPMEAXLPK-UHFFFAOYSA-N,-3.653340518
"4-(2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-one",,CC(=O)CCC1=C(C)CCCC1(C)C,QJJDNZGPQDGNDX-UHFFFAOYSA-N,-3.655044576
,CHEMBL2335878,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,JSQFSGVDRQVIPG-UHFFFAOYSA-N,-3.657273104
,CHEMBL2164879,OC[C@H]1CCCN1C(=O)Cc2cc3cccnn3c2c4cccc(c4)C(F)(F)F,VFCNGSOOYNHGME-GOSISDBHSA-N,-3.65730891
Desipramine,,CNCCCN1c2ccccc2CCc3ccccc13,HCYAFALTSJYZDH-UHFFFAOYSA-N,-3.657617041
isazofos,,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,XRHGWAGWAHHFLF-UHFFFAOYSA-N,-3.6577
t-butylbenzene,,CC(C)(C)c1ccccc1,YTZKOQUCBOVLHL-UHFFFAOYSA-N,-3.658
4-heptylphenol,,CCCCCCCc1ccc(O)cc1,KNDDEFBFJLKPFE-UHFFFAOYSA-N,-3.659701705
"chlormethiuron;  3-(4-chloro-2-methylphenyl)-1,3-dimethylthiourea",,CNC(=S)N(C)C1=C(C)C=C(Cl)C=C1,WELPARMRIRIBMB-UHFFFAOYSA-N,-3.66
